0	1
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0

0	0.50359
0.45	0
0.9	0
1.35	0
1.8	0
2.25	0
2.7	0
3.15	0
3.6	0
4.05	0
4.5	0
4.95	0
5.4	0
5.85	0
6.3	0
6.75	0
7.2	0
7.65	0
8.1	0
8.55	0
9	0
9.45	0
9.9	0
10.35	0
10.8	0
11.25	0
11.7	0
12.15	0
12.6	0
13.05	0
13.5	0
13.95	0
14.4	0
14.85	0.48774
15.3	0
15.75	0
16.2	0
16.65	0
17.1	0
17.55	0
18	0
18.45	0
18.9	0
19.35	0
19.8	0
20.25	0
20.7	0
21.15	0
21.6	0
22.05	0
22.5	0
22.95	0
23.4	0
23.85	0
24.3	0
24.75	0
25.2	0
25.65	0
26.1	0
26.55	0
27	0
27.45	0
27.9	0
28.35	0
28.8	0
29.25	0
29.7	0.0085
30.15	0
30.6	0
31.05	0
31.5	0
31.95	0
32.4	0
32.85	0
33.3	0
33.75	0
34.2	0
34.65	0
35.1	0
35.55	0
36	0
36.45	0
36.9	0
37.35	0
37.8	0
38.25	0
38.7	0
39.15	0
39.6	0
40.05	0
40.5	0
40.95	0
41.4	0
41.85	0
42.3	0
42.75	0
43.2	0
43.65	0
44.1	0
44.55	0.00017

0	0.46425
1.05	0
2.1	0
3.15	0
4.2	0
5.25	0
6.3	0
7.35	0
8.4	0
9.45	0
10.5	0
11.55	0
12.6	0
13.65	0
14.7	0
15.75	0
16.8	0
17.85	0
18.9	0
19.95	0.51034
21	0
22.05	0
23.1	0
24.15	0
25.2	0
26.25	0
27.3	0
28.35	0
29.4	0
30.45	0
31.5	0
32.55	0
33.6	0
34.65	0
35.7	0
36.75	0
37.8	0
38.85	0
39.9	0
40.95	0.02406
42	0
43.05	0
44.1	0
45.15	0
46.2	0
47.25	0
48.3	0
49.35	0
50.4	0
51.45	0
52.5	0
53.55	0
54.6	0
55.65	0
56.7	0
57.75	0
58.8	0
59.85	0
60.9	0
61.95	0.00129
63	0
64.05	0
65.1	0
66.15	0
67.2	0
68.25	0
69.3	0
70.35	0
71.4	0
72.45	0
73.5	0
74.55	0
75.6	0
76.65	0
77.7	0
78.75	0
79.8	0
80.85	0
81.9	0
82.95	5e-05
84	0
85.05	0
86.1	0
87.15	0
88.2	0
89.25	0
90.3	0
91.35	0
92.4	0
93.45	0
94.5	0
95.55	0
96.6	0
97.65	0
98.7	0
99.75	0
100.8	0
101.85	0
102.9	0
103.95	1e-05

